jnr	region	name	munnr	year	age	cr	pcl	fecund	ovul	twincr	twinpcl	ca	totcalb	totclut	antov	cweight	day	month	daynr
41010242	4101	Troms	1924	1992	3	2	0	1	0	1		1	3	0	2	190	27	9	271
41010243	4101	Troms	1924	1992	2	0	2	0	1		1	0	0	2	2	215	30	9	274
41010247	4101	Troms	1924	1992	1	0	0		0			0	0	0	2	130	30	10	304
41010405	4101	Troms	1924	1992	1	0	0		0			0	0	0	2	136	16	10	290
41010419	4101	Troms	1924	1992	2	0	0	0	0			0	0	0	2	183	27	9	271
41010424	4101	Troms	1924	1992	2	0	0	0	0			0	0	0	2	180	25	9	269
41010433	4101	Troms	1924	1992	3	1	1	1	1	0	0	1	2	1	2	175	13	10	287
41010359	4101	Troms	1926	1992	1	0	0		0			0	0	0	2	164	11	10	285
41010373	4101	Troms	1933	1992	8	0	2	1	1		1	8	8	2	2	0	18	10	292
41010015	4101	Troms	1902	1993	3	0	1	1	1		0	1	1	1	2	230	26	9	269
41010016	4101	Troms	1902	1993	1	0	0		0			0	0	0	2	153	25	9	268
41010116	4101	Troms	1902	1993	2	0	0	0	0			0	0	0	2	181	29	9	272
41010117	4101	Troms	1902	1993	3	1	1	1	1	0	0	1	2	1	2	194	25	9	268
41010118	4101	Troms	1902	1993	2	1	0	1	0	0		0	1	0	2	144	25	9	268
41010119	4101	Troms	1902	1993	4	2	2	1	1	1	1	0	2	2	2	240	11	10	284
41010210	4101	Troms	1902	1993	2	0	0	0	0			0	0	0	2	198	25	9	268
41010211	4101	Troms	1902	1993	2	1	0	1	0	0		0	1	0	2	176	25	9	268
41010045	4101	Troms	1922	1993	3	2	1	1	1	1	0	1	3	1	2	176	30	9	273
41010046	4101	Troms	1922	1993	3	1	0	1	0	0		0	1	0	2	230	26	9	269
41010048	4101	Troms	1922	1993	1	0	0		0			0	0	0	2	180	25	9	268
41010051	4101	Troms	1922	1993	1	0	0		0			0	0	0	2	158	27	9	270
41010053	4101	Troms	1922	1993	1	0	0		0			0	0	0	2	135	25	9	268
41010054	4101	Troms	1922	1993	1	0	0		0			0	0	0	2	133	26	9	269
41010060	4101	Troms	1922	1993	4	1	1	1	1	0	0	2	3	1	2	191	30	9	273
41010243	4101	Troms	1922	1993	2	0	0	0	0			0	0	0	2	211	25	9	268
41010245	4101	Troms	1922	1993	3	1	0	1	0	0		0	1	0	2	226	27	9	270
41010246	4101	Troms	1922	1993	3	0	0	0	0			0	0	0	2	203	28	9	271
41010248	4101	Troms	1922	1993	3	0	0	1	0			1	1	0	2	219	11	10	284
41010250	4101	Troms	1922	1993	9	0	0	1	0			6	6	0	2	217	27	9	270
41010253	4101	Troms	1922	1993	3	1	2	1	1	0	1	0	1	4	2	211	16	10	289
41010255	4101	Troms	1922	1993	7	1	0	1	0	0		6	7	0	2	221	11	10	284
41010257	4101	Troms	1922	1993	3	0	0	0	0			0	0	0	2	210	30	9	273
41010259	4101	Troms	1922	1993	10	2	2	1	1	1	1	2	4	3	2	207	15	10	288
41010282	4101	Troms	1922	1993	2	0	2	0	1		1	0	0	2	2	204	27	9	270
41010284	4101	Troms	1922	1993	7	2	0	1	0	1		1	3	0	2	230	25	9	268
41010290	4101	Troms	1922	1993	18	0	0	1	0			3	3	0	2	193	25	9	268
41010305	4101	Troms	1922	1993	1	0	0		0			0	0	0	2	170	30	9	273
41010315	4101	Troms	1922	1993	1	0	0		0			0	0	0	2	131	24	10	297
41010008	4101	Troms	1923	1993	4	1	0	1	0	0		3	4	0	2	206	1	10	274
41010009	4101	Troms	1923	1993	7	2	0	1	0	1		3	5	0	2	235	24	9	267
41010010	4101	Troms	1923	1993	6	2	0	1	0	1		2	4	0	2	200	27	9	270
41010011	4101	Troms	1923	1993	7	1	0	1	0	0		4	5	0	2	220	25	9	268
41010242	4101	Troms	1923	1993	3	1	1	1	1	0	0	2	3	1	2	184	16	10	289
41010153	4101	Troms	1924	1993	1	0	1		1		0	0	0	1	2	197	25	9	268
41010161	4101	Troms	1924	1993	2	1	1	1	1	0	0	0	1	1	2	184	17	10	290
41010162	4101	Troms	1924	1993	2	0	0	0	0			0	0	0	2	142	11	10	284
41010163	4101	Troms	1924	1993	3	2	2	1	1	1	1	1	3	2	2	225	12	10	285
41010167	4101	Troms	1924	1993	3	1	1	1	1	0	0	1	2	1	2	220	16	10	289
41010169	4101	Troms	1924	1993	1	0	1		1		0	0	0	1	2	135	23	10	296
41010175	4101	Troms	1924	1993	1	0	0		0			0	0	0	2	144	23	10	296
41010180	4101	Troms	1924	1993	4	2	2	1	1	1	1	1	3	2	2	185	24	10	297
41010181	4101	Troms	1924	1993	2	1	2	1	1	0	1	0	1	2	2	240	15	10	288
41010185	4101	Troms	1924	1993	3	2	2	1	1	1	1	2	4	2	2	220	20	10	293
41010186	4101	Troms	1924	1993	2	0	0	0	0			0	0	0	2	227	25	9	268
41010193	4101	Troms	1924	1993	1	0	0		0			0	0	0	2	185	14	10	287
41010199	4101	Troms	1924	1993	3	0	0	1	0			2	2	0	2	217	27	9	270
41010366	4101	Troms	1924	1993	14	2	0	1	0	1		4	6	0	2	170	30	9	273
41010367	4101	Troms	1924	1993	2	0	0	0	0			0	0	0	2	196	25	9	268
41010086	4101	Troms	1925	1993	5	1	0	1	0	0		1	2	0	2	190	1	10	274
41010088	4101	Troms	1925	1993	5	1	0	1	0	0		3	4	0	2	220	26	9	269
41010094	4101	Troms	1925	1993	3	0	2	1	1		1	1	1	2	2	195	13	10	286
41010096	4101	Troms	1925	1993	6	1	1	1	1	0	0	2	3	1	2	190	16	10	289
41010020	4101	Troms	1926	1993	2	0	0	0	0			0	0	0	2	180	28	9	271
41010024	4101	Troms	1926	1993	1	0	0		0			0	0	0	2	164	27	9	270
41010026	4101	Troms	1926	1993	9	1	0	1	0	0		3	4	0	2	193	26	9	269
41010027	4101	Troms	1926	1993	3	1	0	1	0	0		0	1	0	2	184	30	9	273
41010143	4101	Troms	1931	1993	4	2	2	1	1	1	1	2	4	2	2	240	10	10	283
41010201	4101	Troms	1933	1993	2	0	0	0	0			0	0	0	2	189	30	9	273
41010202	4101	Troms	1933	1993	7	0	2	1	1		1	4	4	3	2	190	21	10	294
41010115	4101	Troms	1902	1994	4	0	1	0	1		0	0	0	1	2	236	1	10	274
41010116	4101	Troms	1902	1994	3	1	2	1	1	0	1	0	1	2	2	215	29	9	272
41010117	4101	Troms	1902	1994	5	2	2	1	1	1	1	2	4	2	2	195	13	10	286
41010118	4101	Troms	1902	1994	2	0	2	0	1		1	0	0	2	2	190	26	10	299
41010119	4101	Troms	1902	1994	2	0	0	0	0			0	0	0	2	166	27	9	270
41010120	4101	Troms	1902	1994	1	0	0		0			0	0	0	2	139	11	10	284
41010121	4101	Troms	1902	1994	2	0	0	0	0			0	0	0	2	206	11	10	284
41010160	4101	Troms	1902	1994	18	2	1	1	1	1	0	1	3	1	2	194	14	10	287
41010161	4101	Troms	1902	1994	9	2	1	1	1	1	0	4	6	1	2	204	28	10	301
41010101	4101	Troms	1920	1994	10	1	0	1	0	0		4	5	0	2	216	25	9	268
41010013	4101	Troms	1922	1994	4	2	0	1	0	1		0	2	0	2	215	25	9	268
41010038	4101	Troms	1922	1994	1	0	0		0			0	0	0	2	142	25	9	268
41010039	4101	Troms	1922	1994	1	0	0		0			0	0	0	2	154	26	9	269
41010040	4101	Troms	1922	1994	3	1	2	1	1	0	1	0	1	3	2	225	1	10	274
41010046	4101	Troms	1922	1994	7	2	0	1	0	1		4	6	0	2	207	26	9	269
41010058	4101	Troms	1922	1994	10	2	0	1	0	1		6	8	0	2	225	30	9	273
41010064	4101	Troms	1922	1994	16	1	0	1	0	0		2	3	0	2	180	1	10	274
41010065	4101	Troms	1922	1994	2	0	0	0	0			0	0	0	2	207	25	9	268
41010066	4101	Troms	1922	1994	2	0	0	0	0			0	0	0	2	171	25	9	268
41010070	4101	Troms	1922	1994	1	0	0		0			0	0	0	2	162	25	9	268
41010229	4101	Troms	1922	1994	2	0	2	0	1		1	0	0	2	2	208	28	9	271
41010232	4101	Troms	1922	1994	1	0	0		0			0	0	0	2	147	1	10	274
41010239	4101	Troms	1922	1994	1	0	0		0			0	0	0	2	176	25	9	268
41010251	4101	Troms	1922	1994	3	1	2	1	1	0	1	0	1	2	2	205	27	9	270
41010252	4101	Troms	1922	1994	2	1	2	1	1	0	1	0	1	2	2	181	16	10	289
41010254	4101	Troms	1922	1994	2	0	0	0	0			0	0	0	2	201	25	9	268
41010258	4101	Troms	1922	1994	3	2	2	1	1	1	1	0	2	2	2	188	12	10	285
41010259	4101	Troms	1922	1994	3	2	0	1	0	1		0	2	0	2	225	26	9	269
41010261	4101	Troms	1922	1994	15	2	0	1	0	1		2	4	0	2	191	28	9	271
41010262	4101	Troms	1922	1994	3	1	0	1	0	0		0	1	0	2	198	29	9	272
41010263	4101	Troms	1922	1994	4	0	2	1	1		1	0	0	2	2	187	15	10	288
41010264	4101	Troms	1922	1994	7	1	0	1	0	0		4	5	0	2		1	10	274
41010077	4101	Troms	1923	1994	4	2	0	1	0	1		3	5	0	2	250	25	9	268
41010082	4101	Troms	1923	1994	1	0	0		0			0	0	0	2	134	28	9	271
41010100	4101	Troms	1923	1994	2	0	0	0	0			0	0	0	2		25	9	268
41010305	4101	Troms	1923	1994	1	0	1		1		0	0	0	1	2	165	14	10	287
41010306	4101	Troms	1923	1994	1	0	0		0			0	0	0	2	131	15	10	288
41010310	4101	Troms	1923	1994	3	0	2	1	1		1	2	2	2	2	166	11	10	284
41010311	4101	Troms	1923	1994	3	1	1	1	1	0	0	0	1	1	2	190	18	10	291
41010312	4101	Troms	1923	1994	2	1	0	1	0	0		0	1	0	2	170	22	10	295
41010313	4101	Troms	1923	1994	3	1	2	1	1	0	1	0	1	2	2	195	20	10	293
41010314	4101	Troms	1923	1994	3	1	2	1	1	0	1	0	1	2	2	207	25	10	298
41010176	4101	Troms	1924	1994	5	2	0	1	0	1		2	4	0	2	218	29	9	272
41010181	4101	Troms	1924	1994	3	2	0	1	0	1		0	2	0	2		26	9	269
41010182	4101	Troms	1924	1994	2	0	0	0	0			0	0	0	2	198	28	9	271
41010183	4101	Troms	1924	1994	11	2	0	1	0	1		2	4	0	2	235	25	9	268
41010185	4101	Troms	1924	1994	3	1	0	1	0	0		0	1	0	2	162	28	9	271
41010191	4101	Troms	1924	1994	1	0	0		0			0	0	0	2	134	27	9	270
41010195	4101	Troms	1924	1994	1	0	1		1		0	0	0	1	2		10	10	283
41010196	4101	Troms	1924	1994	3	0	0	0	0			0	0	0	2	194	26	9	269
41010199	4101	Troms	1924	1994	9	1	0	1	0	0		0	1	0	2	195	30	9	273
41010209	4101	Troms	1924	1994	12	1	2	1	1	0	1	3	4	3	2	240	23	10	296
41010210	4101	Troms	1924	1994	7	2	0	1	0	1		1	3	0	2	205	27	9	270
41010211	4101	Troms	1924	1994	2	0	0	0	0			0	0	0	2	148	27	9	270
41010212	4101	Troms	1924	1994	2	1	1	1	1	0	0	0	1	1	2	163	30	10	303
41010444	4101	Troms	1924	1994	4	2	2	1	1	1	1	3	5	3	2	235	23	10	296
41010447	4101	Troms	1924	1994	1	0	0		0			0	0	0	2	163	10	10	283
41010449	4101	Troms	1924	1994	1	0	1		1		0	0	0	1	2	140	19	10	292
41010450	4101	Troms	1924	1994	2	0	0	0	0			0	0	0	2		27	9	270
41010452	4101	Troms	1924	1994	9	1	1	1	1	0	0	1	2	1	2	210	28	9	271
41010453	4101	Troms	1924	1994	11	1	1	1	1	0	0	3	4	1	2	222	12	10	285
41010455	4101	Troms	1924	1994	1	0	0		0			0	0	0	2	161	26	9	269
41010456	4101	Troms	1924	1994	2	0	1	0	1		0	0	0	1	2	165	31	10	304
41010457	4101	Troms	1924	1994	6	2	1	1	1	1	0	5	7	1	2	187	30	10	303
41010459	4101	Troms	1924	1994	1	0	0		0			0	0	0	2	142	28	9	271
41010460	4101	Troms	1924	1994	3	0	0	0	0			0	0	0	2	194	25	9	268
41010461	4101	Troms	1924	1994	2	1	1	1	1	0	0	0	1	1	2	173	28	10	301
41010167	4101	Troms	1925	1994	1	0	0		0			0	0	0	2	155	27	9	270
41010170	4101	Troms	1925	1994	2	0	1	0	1		0	0	0	1	2	160	30	10	303
41010172	4101	Troms	1925	1994	6	2	2	1	1	1	1	0	2	2	2	223	15	10	288
41010395	4101	Troms	1926	1994	11	2	0	1	0	1		1	3	0	2	240	26	9	269
41010399	4101	Troms	1926	1994	11	2	0	1	0	1		6	8	0	2	185	15	10	288
41010400	4101	Troms	1926	1994	11	2	0	1	0	1		3	5	0	2	202	11	10	284
41010156	4101	Troms	1931	1994	8	2	0	1	0	1		1	3	0	2	220	10	10	283
41010438	4101	Troms	1931	1994	2	0	0	0	0			0	0	0	2	235	30	9	273
41010005	4101	Troms	1933	1994	1	0	0		0			0	0	0	2	160	25	9	268
41010006	4101	Troms	1933	1994	1	0	0		0			0	0	0	2	131	26	9	269
41010336	4101	Troms	1933	1994	2	1	1	1	1	0	0	0	1	1	2	175	14	10	287
41010529	4101	Troms	1902	1995	1	0	0		0			0	0	0	2	144	1	10	274
41010530	4101	Troms	1902	1995	1	0	0		0			0	0	0	2	134	27	9	270
41010531	4101	Troms	1902	1995	1	0	0		0			0	0	0	2	137	19	10	292
41010532	4101	Troms	1902	1995	3	2	2	1	1	1	1	0	2	2	2	177	14	10	287
41010533	4101	Troms	1902	1995	7	2	0	1	0	1		4	6	0	2	0	30	9	273
41010536	4101	Troms	1902	1995	2	0	0	0	0			0	0	0	2	211	27	9	270
41010537	4101	Troms	1902	1995	2	0	0	0	0			0	0	0	2	210	27	9	270
41010538	4101	Troms	1902	1995	13	0	1	1	1		0	2	2	1	2	196	16	10	289
41010539	4101	Troms	1902	1995	17	0	2	0	1		1	0	0	2	2	218	17	10	290
41010540	4101	Troms	1902	1995	4	2	1	1	1	1	0	2	4	1	2	221	1	10	274
41010196	4101	Troms	1920	1995	5	2	0	1	0	1		3	5	0	2	220	28	9	271
41010197	4101	Troms	1920	1995	2	1	0	1	0	0		0	1	0	2	200	26	9	269
41010198	4101	Troms	1920	1995	2	0	1	0	1		0	0	0	1	2		28	9	271
41010040	4101	Troms	1922	1995	1	0	0		0			0	0	0	2	150	25	9	268
41010043	4101	Troms	1922	1995	13	2	0	1	0	1		7	9	0	2	222	30	9	273
41010045	4101	Troms	1922	1995	14	2	0	1	0	1		6	8	0	2	212	1	10	274
41010047	4101	Troms	1922	1995	17	1	1	1	1	0	0	3	4	1	2	242	13	10	286
41010048	4101	Troms	1922	1995	3	0	0	0	0			0	0	0	2	203	26	9	269
41010049	4101	Troms	1922	1995	2	1	0	1	0	0		0	1	0	2	176	26	9	269
41010050	4101	Troms	1922	1995	2	0	1	0	1		0	0	0	1	2	208	25	9	268
41010051	4101	Troms	1922	1995	7	2	1	1	1	1	0	4	6	1	2	207	29	9	272
41010052	4101	Troms	1922	1995	2	0	0	0	0			0	0	0	2	200	25	9	268
41010053	4101	Troms	1922	1995	12	2	1	1	1	1	0	2	4	1	2	216	28	9	271
41010063	4101	Troms	1922	1995	1	0	0		0			0	0	0	2	191	15	10	288
41010065	4101	Troms	1922	1995	1	0	0		0			0	0	0	2	161	11	10	284
41010066	4101	Troms	1922	1995	1	0	0		0			0	0	0	2	160	10	10	283
41010067	4101	Troms	1922	1995	13	2	0	1	0	1		8	10	0	2	241	29	9	272
41010070	4101	Troms	1922	1995	12	2	0	1	0	1		5	7	0	2	178	25	9	268
41010071	4101	Troms	1922	1995	4	2	0	1	0	1		1	3	0	2	224	27	9	270
41010072	4101	Troms	1922	1995	3	2	2	1	1	1	1	0	2	2	2	203	27	9	270
41010214	4101	Troms	1922	1995	1	0	0		0			0	0	0	2	132	22	10	295
41010225	4101	Troms	1922	1995	1	0	0		0			0	0	0	2	130	25	9	268
41010226	4101	Troms	1922	1995	4	2	1	1	1	1	0	0	2	1	2	218	26	9	269
41010227	4101	Troms	1922	1995	10	2	2	1	1	1	1	5	7	2	2	216	20	10	293
41010228	4101	Troms	1922	1995	14	2	1	1	1	1	0	3	5	1	2	218	13	10	286
41010229	4101	Troms	1922	1995	5	1	2	1	1	0	1	2	3	2	2	192	28	9	271
41010232	4101	Troms	1922	1995	2	0	1	0	1		0	0	0	1	2	180	31	10	304
41010233	4101	Troms	1922	1995	11	2	2	1	1	1	1	3	5	2	2	218	25	9	268
41010235	4101	Troms	1922	1995	14	2	0	1	0	1		1	3	0	2	190	30	9	273
41010236	4101	Troms	1922	1995	6	2	0	1	0	1		2	4	0	2	202	29	9	272
41010237	4101	Troms	1922	1995	16	2	2	1	1	1	1	2	4	2	2	196	12	10	285
41010248	4101	Troms	1922	1995	2	0	0	0	0			0	0	0	2	173	27	9	270
41010249	4101	Troms	1922	1995	2	0	1	0	1		0	0	0	1	2	197	27	9	270
41010251	4101	Troms	1922	1995	19	1	2	1	1	0	1	1	2	2	2	210	28	10	301
41010252	4101	Troms	1922	1995	6	2	1	1	1	1	0	2	4	1	2	240	25	9	268
41010253	4101	Troms	1922	1995	13	2	2	1	1	1	1	3	5	3	2	222	19	10	292
41010254	4101	Troms	1922	1995	16	2	2	1	1	1	1	2	4	2	2	223	29	9	272
41010010	4101	Troms	1923	1995	13	2	0	1	0	1		4	6	0	2	204	29	9	272
41010011	4101	Troms	1923	1995	5	2	0	1	0	1		2	4	0	2	200	25	9	268
41010013	4101	Troms	1923	1995	6	1	0	1	0	0		0	1	0	2	188	26	9	269
41010143	4101	Troms	1924	1995	1	0	0		0			0	0	0	2	159	25	9	268
41010150	4101	Troms	1924	1995	1	0	0		0			0	0	0	2		26	9	269
41010152	4101	Troms	1924	1995	2	0	0	0	0			0	0	0	2	200	25	9	268
41010155	4101	Troms	1924	1995	12	2	1	1	1	1	0	3	5	1	2	151	18	10	291
41010157	4101	Troms	1924	1995	2	0	0	0	0			0	0	0	2	180	1	10	274
41010158	4101	Troms	1924	1995	14	2	1	1	1	1	0	6	8	1	2		15	10	288
41010176	4101	Troms	1924	1995	1	0	0		0			0	0	0	2	156	26	9	269
41010177	4101	Troms	1924	1995	2	0	1	0	1		0	0	0	1	2	130	14	10	287
41010178	4101	Troms	1924	1995	5	2	2	1	1	1	1	6	8	2	2	197	28	10	301
41010179	4101	Troms	1924	1995	10	2	2	1	1	1	1	3	5	2	2	208	15	10	288
41010180	4101	Troms	1924	1995	2	0	1	0	1		0	0	0	1	2		29	10	302
41010181	4101	Troms	1924	1995	4	2	0	1	0	1		0	2	0	2	215	30	9	273
41010182	4101	Troms	1924	1995	10	2	0	1	0	1		1	3	0	2	205	1	10	274
41010183	4101	Troms	1924	1995	12	1	2	1	1	0	1	2	3	2	2	236	26	10	299
41010184	4101	Troms	1924	1995	14	2	2	1	1	1	1	10	12	2	2	201	29	9	272
41010409	4101	Troms	1924	1995	5	1	1	1	1	0	0	1	2	1	2	188	20	10	293
41010412	4101	Troms	1924	1995	2	0	2	0	1		1	0	0	2	2		24	10	297
41010418	4101	Troms	1924	1995	3	1	0	1	0	0		1	2	0	2	214	25	9	268
41010120	4101	Troms	1925	1995	2	0	2	0	1		1	0	0	2	2		28	9	271
41010121	4101	Troms	1925	1995	14	2	2	1	1	1	1	0	2	2	2		30	10	303
41010124	4101	Troms	1925	1995	7	1	1	1	1	0	0	2	3	1	2	230	10	10	283
41010125	4101	Troms	1925	1995	2	0	2	0	1		1	0	0	2	2	200	22	10	295
41010126	4101	Troms	1925	1995	5	2	2	1	1	1	1	1	3	2	2	225	22	10	295
41010127	4101	Troms	1925	1995	6	0	2	1	1		1	2	2	2	2		28	9	271
41010130	4101	Troms	1925	1995	1	0	0		0			0	0	0	2	140	13	10	286
41010336	4101	Troms	1926	1995	1	0	0		0			0	0	0	2	147	27	9	270
41010338	4101	Troms	1926	1995	3	1	2	1	1	0	1	1	2	2	2	225	27	10	300
41010339	4101	Troms	1926	1995	12	2	0	1	0	1		0	2	0	2	225	25	9	268
41010340	4101	Troms	1926	1995	2	0	2	0	1		1	0	0	2	2	200	11	10	284
41010341	4101	Troms	1926	1995	2	0	1	0	1		0	0	0	1	2	189	25	9	268
41010342	4101	Troms	1926	1995	5	2	0	1	0	1		4	6	0	2	238	26	9	269
41010204	4101	Troms	1931	1995	1	0	0		0			0	0	0	2	140	1	10	274
41010001	4101	Troms	1933	1995	1	0	0		0			0	0	0	2	155	29	9	272
41010007	4101	Troms	1933	1995	2	0	2	0	1		1	0	0	2	2	211	27	9	270
41010232	4101	Troms	1920	1996	1	0	0		0			0	0	0	2	146	30	9	274
41010176	4101	Troms	1922	1996	1	0	0		0			0	0	0	2	155	26	9	270
41010182	4101	Troms	1922	1996	3	0	0	0	0			0	0	0	2	247	29	9	273
41010183	4101	Troms	1922	1996	5	2	0	1	0	1		2	4	0	2	199	25	9	269
41010186	4101	Troms	1922	1996	5	1	0	1	0	0		2	3	0	2	225	28	9	272
41010187	4101	Troms	1922	1996	7	1	0	1	0	0		1	2	0	2	220	25	9	269
41010188	4101	Troms	1922	1996	8	2	0	1	0	1		0	2	0	2	263	23	9	267
41010189	4101	Troms	1922	1996	13	2	0	1	0	1		6	8	0	2	218	26	9	270
41010190	4101	Troms	1922	1996	8	2	0	1	0	1		6	8	0	2	225	29	9	273
41010194	4101	Troms	1922	1996	8	1	0	1	0	0		3	4	0	2	223	26	9	270
41010195	4101	Troms	1922	1996	3	1	0	1	0	0		1	2	0	2	210	20	9	264
41010196	4101	Troms	1922	1996	1	0	0		0			0	0	0	2	109	28	9	272
41010204	4101	Troms	1922	1996	2	0	0	0	0			0	0	0	2	160	25	9	269
41010205	4101	Troms	1922	1996	2	0	0	0	0			0	0	0	2	213	1	10	275
41010206	4101	Troms	1922	1996	2	0	1	0	1		0	0	0	1	2	204	10	10	284
41010207	4101	Troms	1922	1996	3	0	1	1	1		0	1	1	1	2	224	1	10	275
41010208	4101	Troms	1922	1996	3	1	0	1	0	0		0	1	0	2	171	25	9	269
41010209	4101	Troms	1922	1996	3	1	0	1	0	0		0	1	0	2	209	27	9	271
41010210	4101	Troms	1922	1996	4	2	2	1	1	1	1	1	3	2	2	255	14	10	288
41010211	4101	Troms	1922	1996	4	1	0	1	0	0		1	2	0	2	189	26	9	270
41010213	4101	Troms	1922	1996	4	1	0	1	0	0		0	1	0	2	180	28	9	272
41010215	4101	Troms	1922	1996	2	0	0	0	0			0	0	0	2	168	25	9	269
41010217	4101	Troms	1922	1996	6	0	0	1	0			3	3	0	2	208	27	9	271
41010218	4101	Troms	1922	1996	2	1	0	1	0	0		0	1	0	2	163	27	9	271
41010220	4101	Troms	1922	1996	4	0	0	1	0			0	0	0	2	223	20	10	294
41010221	4101	Troms	1922	1996	2	0	2	0	1		1	0	0	2	2	185	1	10	275
41010223	4101	Troms	1922	1996	4	0	1	1	1		0	2	2	1	2	220	17	10	291
41010224	4101	Troms	1922	1996	6	2	0	1	0	1		1	3	0	2	230	26	9	270
41010225	4101	Troms	1922	1996	13	2	0	1	0	1		2	4	0	2	202	29	9	273
41010239	4101	Troms	1922	1996	1	0	0		0			0	0	0	2	145	26	9	270
41010241	4101	Troms	1922	1996	1	0	0		0			0	0	0	2	120	29	9	273
41010242	4101	Troms	1922	1996	4	1	2	1	1	0	1	3	4	2	2	190	26	10	300
41010243	4101	Troms	1922	1996	7	2	1	1	1	1	0	2	4	1	2	212	26	10	300
41010244	4101	Troms	1922	1996	2	0	0	0	0			0	0	0	2	171	18	10	292
41010246	4101	Troms	1922	1996	3	2	2	1	1	1	1	0	2	2	2	203	13	10	287
41010247	4101	Troms	1922	1996	3	1	0	1	0	0		0	1	0	2	210	29	9	273
41010248	4101	Troms	1922	1996	3	2	0	1	0	1		0	2	0	2	190	27	9	271
41010250	4101	Troms	1922	1996	3	1	0	1	0	0		0	1	0	2	202	26	9	270
41010251	4101	Troms	1922	1996	10	0	2	1	1		1	6	6	2	2	250	13	10	287
41010255	4101	Troms	1922	1996	1	0	0		0			0	0	0	2	122	26	9	270
41010267	4101	Troms	1922	1996	1	0	0		0			0	0	0	2	140	30	9	274
41010268	4101	Troms	1922	1996	1	0	0		0			0	0	0	2	109	12	10	286
41010269	4101	Troms	1922	1996	1	0	0		0			0	0	0	2	162	29	9	273
41010270	4101	Troms	1922	1996	1	0	0		0			0	0	0	2	132	12	10	286
41010272	4101	Troms	1922	1996	1	0	0		0			0	0	0	2	137	30	9	274
41010274	4101	Troms	1922	1996	14	2	0	1	0	1		1	3	0	2	223	26	9	270
41010275	4101	Troms	1922	1996	4	2	0	1	0	1		0	2	0	2	206	25	9	269
41010276	4101	Troms	1922	1996	7	2	0	1	0	1		3	5	0	2	214	22	10	296
41010277	4101	Troms	1922	1996	5	2	2	1	1	1	1	2	4	2	2	180	11	10	285
41010279	4101	Troms	1922	1996	5	2	0	1	0	1		1	3	0	2	188	29	9	273
41010280	4101	Troms	1922	1996	3	1	0	1	0	0		1	2	0	2	228	30	9	274
41010281	4101	Troms	1922	1996	8	2	0	1	0	1		1	3	0	2	195	27	9	271
41010283	4101	Troms	1922	1996	13	2	0	1	0	1		6	8	0	2	252	29	9	273
41010285	4101	Troms	1922	1996	3	1	0	1	0	0		1	2	0	2	224	25	9	269
41010286	4101	Troms	1922	1996	7	1	0	1	0	0		1	2	0	2	210	26	9	270
41010287	4101	Troms	1922	1996	2	0	1	0	1		0	0	0	1	2	190	19	10	293
41010288	4101	Troms	1922	1996	11	2	0	1	0	1		8	10	0	2	282	1	10	275
41010289	4101	Troms	1922	1996	4	1	0	1	0	0		2	3	0	2	195	1	10	275
41010290	4101	Troms	1922	1996	6	1	0	1	0	0		2	3	0	2	185	28	9	272
41010291	4101	Troms	1922	1996	11	2	2	1	1	1	1	8	10	2	2	165	13	10	287
41010013	4101	Troms	1923	1996	1	0	0		0			0	0	0	2	94	26	9	270
41010014	4101	Troms	1923	1996	10	2	0	1	0	1		2	4	0	2	200	25	9	269
41010015	4101	Troms	1923	1996	11	2	0	1	0	1		3	5	0	2	198	28	9	272
41010016	4101	Troms	1923	1996	2	0	2	0	1		1	0	0	2	2	0	28	9	272
41010017	4101	Troms	1923	1996	2	0	0	0	0			0	0	0	2	222	27	9	271
41010020	4101	Troms	1923	1996	1	0	0		0			0	0	0	2	153	26	9	270
41010021	4101	Troms	1923	1996	5	2	0	1	0	1		1	3	0	2	244	26	9	270
41010022	4101	Troms	1923	1996	5	2	0	1	0	1		3	5	0	2	253	29	9	273
41010025	4101	Troms	1923	1996	1	0	0		0			0	0	0	2	138	27	9	271
41010027	4101	Troms	1923	1996	6	0	0	1	0			1	1	0	2	220	27	9	271
41010028	4101	Troms	1923	1996	2	2	0	1	0	1		0	2	0	2	180	30	9	274
41010029	4101	Troms	1923	1996	6	1	0	1	0	0		3	4	0	2	239	27	9	271
41010306	4101	Troms	1923	1996	2	0	1	0	1		0	0	0	1	2	202	14	10	288
41010307	4101	Troms	1923	1996	3	0	0	0	0			0	0	0	2	196	15	10	289
41010308	4101	Troms	1923	1996	17	2	1	1	1	1	0	5	7	1	2	192	15	10	289
41010311	4101	Troms	1923	1996	6	2	0	1	0	1		3	5	0	2	229	12	10	286
41010312	4101	Troms	1923	1996	2	0	1	0	1		0	0	0	1	2	179	10	10	284
41010313	4101	Troms	1923	1996	2	0	0	0	0			0	0	0	2	187	27	9	271
41010057	4101	Troms	1924	1996	1	0	0		0			0	0	0	2	144	25	9	269
41010060	4101	Troms	1924	1996	2	0	0	0	0			0	0	0	2	199	29	9	273
41010061	4101	Troms	1924	1996	10	0	0	1	0			4	4	0	2	230	30	9	274
41010063	4101	Troms	1924	1996	3	0	0	0	0			0	0	0	2	208	1	10	275
41010064	4101	Troms	1924	1996	13	1	0	1	0	0		3	4	0	2	258	28	9	272
